,lg_id,word_row_ind,word,lg_name
400,0,0,stomach,english
401,0,0,intestines,english
402,0,0,guts,english
403,0,0,waist,english
404,0,0,hip,english
405,0,0,buttocks,english
406,0,0,womb,english
407,0,0,testicle,english
408,0,0,penis,english
409,0,0,breathe,english
410,0,0,breath,english
411,0,0,yawn,english
412,0,0,gape,english
413,0,0,hiccough,english
414,0,0,cough,english
415,0,0,sneeze,english
416,0,0,perspire,english
417,0,0,spit,english
418,0,0,vomit,english
419,0,0,bite,english
420,0,0,lick,english
421,0,0,dribble,english
422,0,0,sleep,english
423,0,0,snore,english
424,0,0,dream,english
425,0,0,wake,english
426,0,0,up,english
427,0,0,break,english
429,0,0,urinate,english
430,0,0,defecate,english
431,0,0,have,english
432,0,0,sexual,english
433,0,0,intercourse,english
434,0,0,shiver,english
435,0,0,bathe,english
436,0,0,beget,english
437,0,0,born,english
438,0,0,pregnant,english
439,0,0,conceive,english
440,0,0,live,english
441,0,0,living,english
442,0,0,life,english
443,0,0,die,english
444,0,0,dead,english
445,0,0,drowned,english
446,0,0,kill,english
447,0,0,corpse,english
448,0,0,bury,english
449,0,0,grave,english
450,0,0,tomb,english
451,0,0,strong,english
452,0,0,mighty,english
453,0,0,powerful,english
454,0,0,weak,english
456,0,0,health,english
457,0,0,sick,english
458,0,0,sickness,english
459,0,0,fever,english
460,0,0,goiter,english
461,0,0,cold,english
462,0,0,wound,english
463,0,0,sore,english
464,0,0,bruise,english
465,0,0,swelling,english
466,0,0,itch,english
467,0,0,blister,english
468,0,0,boil,english
469,0,0,pus,english
470,0,0,scar,english
471,0,0,cure,english
472,0,0,heal,english
473,0,0,physician,english
474,0,0,medicine,english
475,0,0,drug,english
476,0,0,poison,english
477,0,0,tired,english
478,0,0,weary,english
479,0,0,rest,english
480,0,0,lazy,english
481,0,0,bald,english
482,0,0,lame,english
483,0,0,deaf,english
484,0,0,mute,english
485,0,0,blind,english
486,0,0,intoxicated,english
487,0,0,naked,english
488,0,0,bare,english
489,0,0,eat,english
490,0,0,food,english
491,0,0,cooked,english
492,0,0,raw,english
493,0,0,ripe,english
494,0,0,green,english
495,0,0,unripe,english
496,0,0,rotten,english
497,0,0,drink,english
498,0,0,hunger,english
499,0,0,famine,english
500,0,0,thirst,english
501,0,0,suck,english
502,0,0,chew,english
503,0,0,swallow,english
504,0,0,choke,english
505,0,0,cook,english
507,0,0,roast,english
508,0,0,fry,english
509,0,0,bake,english
510,0,0,oven,english
511,0,0,pot,english
512,0,0,cooking,english
513,0,0,vessel,english
514,0,0,kettle,english
515,0,0,pan,english
516,0,0,dish,english
517,0,0,plate,english
518,0,0,bowl,english
519,0,0,pitcher,english
520,0,0,jug,english
521,0,0,cup,english
522,0,0,drinking,english
524,0,0,saucer,english
525,0,0,spoon,english
526,0,0,knife,english
527,0,0,fork,english
528,0,0,tongs,english
529,0,0,meal,english
530,0,0,breakfast,english
531,0,0,lunch,english
532,0,0,dinner,english
533,0,0,supper,english
534,0,0,peel,english
535,0,0,sieve,english
536,0,0,strain,english
537,0,0,scrape,english
538,0,0,stir,english
539,0,0,mix,english
540,0,0,bread,english
541,0,0,dough,english
542,0,0,knead,english
544,0,0,flour,english
545,0,0,crush,english
546,0,0,grind,english
547,0,0,mill,english
548,0,0,mortar,english
549,0,0,pestle,english
550,0,0,meat,english
551,0,0,sausage,english
552,0,0,soup,english
553,0,0,broth,english
554,0,0,vegetables,english
555,0,0,bean,english
556,0,0,potato,english
557,0,0,fruit,english
558,0,0,bunch,english
559,0,0,fig,english
560,0,0,grape,english
561,0,0,nut,english
562,0,0,olive,english
563,0,0,oil,english
564,0,0,grease,english
565,0,0,fat,english
566,0,0,salt,english
567,0,0,pepper,english
568,0,0,chili,english
570,0,0,honey,english
571,0,0,sugar,english
572,0,0,milk,english
574,0,0,cheese,english
575,0,0,butter,english
576,0,0,beverage,english
578,0,0,mead,english
579,0,0,wine,english
580,0,0,beer,english
581,0,0,fermented,english
583,0,0,egg,english
585,0,0,yolk,english
586,0,0,put,english
587,0,0,on,english
588,0,0,clothes,english
589,0,0,clothing,english
591,0,0,tailor,english
592,0,0,cloth,english
593,0,0,wool,english
594,0,0,linen,english
595,0,0,flax,english
596,0,0,cotton,english
597,0,0,silk,english
598,0,0,felt,english
599,0,0,fur,english
600,0,0,leather,english
601,0,0,spin,english
602,0,0,spindle,english
603,0,0,weave,english
604,0,0,loom,english
605,0,0,sew,english
606,0,0,needle,english
607,0,0,awl,english
608,0,0,thread,english
609,0,0,dye,english
610,0,0,cloak,english
611,0,0,poncho,english
612,0,0,woman's,english
613,0,0,dress,english
614,0,0,coat,english
615,0,0,shirt,english
616,0,0,collar,english
617,0,0,skirt,english
618,0,0,grass,english
620,0,0,trousers,english
621,0,0,stocking,english
622,0,0,sock,english
623,0,0,shoe,english
624,0,0,boot,english
625,0,0,shoemaker,english
626,0,0,cobbler,english
627,0,0,hat,english
628,0,0,cap,english
629,0,0,belt,english
630,0,0,girdle,english
631,0,0,glove,english
632,0,0,veil,english
633,0,0,pocket,english
634,0,0,button,english
635,0,0,pin,english
636,0,0,ornament,english
637,0,0,adornment,english
638,0,0,jewel,english
639,0,0,ring,english
640,0,0,bracelet,english
641,0,0,necklace,english
642,0,0,bead,english
643,0,0,earring,english
644,0,0,headband,english
645,0,0,headdress,english
646,0,0,tattoo,english
647,0,0,handkerchief,english
648,0,0,rag,english
649,0,0,towel,english
650,0,0,comb,english
651,0,0,brush,english
652,0,0,braid,english
653,0,0,razor,english
654,0,0,ointment,english
655,0,0,soap,english
656,0,0,mirror,english
657,0,0,dwell,english
659,0,0,house,english
660,0,0,hut,english
661,0,0,garden,english
663,0,0,tent,english
664,0,0,yard,english
665,0,0,court,english
666,0,0,men's,english
668,0,0,cookhouse,english
669,0,0,meeting,english
671,0,0,room,english
672,0,0,door,english
673,0,0,gate,english
674,0,0,doorpost,english
675,0,0,jamb,english
676,0,0,lock,english
677,0,0,latch,english
679,0,1,bolt,english
680,0,0,key,english
681,0,0,window,english
682,0,0,floor,english
683,0,0,wall,english
684,0,0,fireplace,english
685,0,0,stove,english
686,0,0,chimney,english
687,0,0,ladder,english
688,0,0,bed,english
689,0,0,pillow,english
690,0,0,blanket,english
691,0,0,chair,english
692,0,0,table,english
693,0,0,lamp,english
694,0,0,torch,english
695,0,0,candle,english
696,0,0,shelf,english
697,0,0,trough,english
698,0,0,roof,english
699,0,0,thatch,english
700,0,0,ridgepole,english
701,0,0,rafter,english
702,0,0,beam,english
703,0,0,post,english
704,0,0,pole,english
705,0,0,board,english
706,0,0,arch,english
707,0,0,mason,english
708,0,0,brick,english
710,0,0,adobe,english
711,0,0,farmer,english
714,0,0,cultivate,english
715,0,0,till,english
716,0,0,fence,english
717,0,0,ditch,english
718,0,0,plow,english
719,0,0,furrow,english
720,0,0,dig,english
721,0,0,spade,english
722,0,0,shovel,english
723,0,0,hoe,english
725,0,0,rake,english
727,0,0,seed,english
728,0,0,mow,english
729,0,0,reap,english
730,0,0,sickle,english
731,0,0,scythe,english
732,0,0,thresh,english
733,0,0,threshing,english
735,0,0,crop,english
736,0,0,harvest,english
737,0,0,grain,english
738,0,0,wheat,english
739,0,0,barley,english
740,0,0,rye,english
741,0,0,oats,english
742,0,0,maize,english
743,0,0,corn,english
744,0,0,rice,english
746,0,0,hay,english
747,0,0,plant,english
749,0,0,root,english
750,0,0,branch,english
751,0,0,leaf,english
752,0,0,flower,english
754,0,0,oak,english
755,0,0,beech,english
756,0,0,birch,english
757,0,0,pine,english
758,0,0,fir,english
759,0,0,acorn,english
760,0,0,vine,english
761,0,0,tobacco,english
763,0,0,pipe,english
765,0,0,stump,english
767,0,0,trunk,english
768,0,0,forked,english
770,0,0,bark,english
771,0,0,sap,english
774,0,0,coconut,english
775,0,0,citrus,english
777,0,0,banana,english
779,0,0,banyan,english
780,0,0,sweet,english
782,0,0,yam,english
783,0,0,tapioca,english
784,0,0,manioc,english
785,0,0,cassava,english
786,0,0,gourd,english
787,0,0,pumpkin,english
788,0,0,squash,english
789,0,0,bamboo,english
791,0,0,cane,english
794,0,0,nettle,english
795,0,0,mushroom,english
796,0,0,do,english
797,0,0,make,english
798,0,0,work,english
799,0,0,bend,english
800,0,0,fold,english
801,0,0,tie,english
802,0,0,bind,english
803,0,0,untie,english
804,0,0,chain,english
805,0,0,rope,english
806,0,0,cord,english
807,0,0,knot,english
808,0,0,strike,english
809,0,0,hit,english
810,0,0,beat,english
811,0,0,pound,english
812,0,0,with,english
813,0,0,fist,english
814,0,0,cut,english
816,0,0,down,english
817,0,0,chop,english
818,0,0,hew,english
819,0,0,stab,english
821,0,0,scissors,english
822,0,0,shears,english
823,0,0,ax,english
824,0,0,adze,english
826,0,0,broken,english
827,0,0,split,english
828,0,0,tear,english
829,0,0,flay,english
831,0,0,rub,english
832,0,0,wipe,english
833,0,0,stretch,english
834,0,0,pull,english
835,0,0,spread,english
836,0,0,out,english
837,0,0,hang,english
839,0,0,press,english
840,0,0,squeeze,english
841,0,0,wring,english
842,0,0,pour,english
843,0,0,wash,english
844,0,0,sweep,english
845,0,0,broom,english
846,0,0,tool,english
847,0,0,carpenter,english
848,0,0,build,english
849,0,0,bore,english
850,0,0,hollow,english
852,0,0,saw,english
853,0,0,hammer,english
854,0,0,nail,english
855,0,0,glue,english
856,0,0,smith,english
857,0,0,blacksmith,english
858,0,0,forge,english
859,0,0,anvil,english
860,0,0,cast,english
861,0,0,metals,english
862,0,0,gold,english
863,0,0,silver,english
864,0,0,copper,english
865,0,0,bronze,english
866,0,0,iron,english
867,0,0,lead,english
868,0,0,tin,english
869,0,0,tinplate,english
870,0,0,potter,english
871,0,0,mold,english
872,0,0,clay,english
873,0,0,glass,english
875,0,0,plait,english
876,0,0,basket,english
877,0,0,mat,english
878,0,0,rug,english
879,0,0,netbag,english
880,0,0,fan,english
882,0,0,carve,english
883,0,0,sculptor,english
884,0,0,statue,english
885,0,0,chisel,english
886,0,0,paint,english
888,0,0,move,english
889,0,0,turn,english
890,0,0,over,english
892,0,0,around,english
894,0,0,wrap,english
895,0,0,roll,english
896,0,0,drop,english
897,0,0,twist,english
898,0,0,rise,english
899,0,0,raise,english
900,0,0,lift,english
901,0,0,fall,english
902,0,0,drip,english
903,0,0,throw,english
904,0,0,catch,english
905,0,0,ball,english
906,0,0,shake,english
907,0,0,flow,english
908,0,0,sink,english
909,0,0,float,english
910,0,0,swim,english
911,0,0,dive,english
912,0,0,splash,english
913,0,0,sail,english
915,0,0,blow,english
916,0,0,creep,english
917,0,0,crawl,english
918,0,0,kneel,english
919,0,0,crouch,english
920,0,0,slide,english
921,0,0,slip,english
922,0,0,jump,english
923,0,0,leap,english
924,0,0,kick,english
925,0,0,dance,english
926,0,0,walk,english
927,0,0,limp,english
928,0,0,run,english
929,0,0,go,english
932,0,0,climb,english
937,0,0,come,english
941,0,0,away,english
942,0,0,depart,english
943,0,0,disappear,english
944,0,0,flee,english
945,0,0,follow,english
946,0,0,pursue,english
947,0,0,reach,english
948,0,0,arrive,english
949,0,0,approach,english
950,0,0,enter,english
951,0,0,carry,english
962,0,1,underarm,english
963,0,0,bring,english
964,0,0,send,english
966,0,0,drive,english
967,0,0,ride,english
968,0,0,push,english
969,0,0,shove,english
970,0,0,road,english
971,0,0,path,english
972,0,0,bridge,english
973,0,0,carriage,english
974,0,0,wagon,english
975,0,0,cart,english
976,0,0,wheel,english
977,0,0,axle,english
978,0,0,yoke,english
979,0,0,ship,english
980,0,0,boat,english
981,0,0,canoe,english
982,0,0,outrigger,english
983,0,0,raft,english
984,0,0,oar,english
985,0,0,paddle,english
986,0,0,row,english
987,0,0,rudder,english
988,0,0,mast,english
990,0,0,anchor,english
991,0,0,harbor,english
992,0,0,port,english
995,0,0,own,english
996,0,0,possess,english
997,0,0,take,english
998,0,0,seize,english
999,0,0,grasp,english
1000,0,0,hold,english
1001,0,0,get,english
1002,0,0,obtain,english
1003,0,0,keep,english
1004,0,0,retain,english
1005,0,0,thing,english
1006,0,0,give,english
1009,0,0,preserve,english
1010,0,0,look,english
1011,0,0,after,english
1012,0,0,save,english
1013,0,0,rescue,english
1014,0,0,destroy,english
1015,0,0,harm,english
1016,0,0,injure,english
1017,0,0,damage,english
1018,0,0,seek,english
1020,0,0,for,english
1021,0,0,find,english
1022,0,0,lose,english
1023,0,0,release,english
1024,0,0,let,english
1026,0,0,money,english
1027,0,0,coin,english
1028,0,0,rich,english
1029,0,0,poor,english
1030,0,0,beggar,english
1031,0,0,avaricious,english
1032,0,0,stingy,english
1033,0,0,lend,english
1034,0,0,borrow,english
1035,0,0,owe,english
1036,0,0,debt,english
1037,0,0,pay,english
1038,0,0,account,english
1039,0,0,reckoning,english
1040,0,0,tax,english
1041,0,0,tribute,english
1042,0,0,hire,english
1043,0,0,wages,english
1044,0,0,earn,english
1045,0,0,buy,english
1046,0,0,sell,english
1047,0,0,trade,english
1048,0,0,barter,english
1049,0,0,merchant,english
1050,0,0,market,english
1051,0,0,place,english
1052,0,0,store,english
1053,0,0,shop,english
1054,0,0,price,english
1055,0,0,dear,english
1056,0,0,costly,english
1057,0,0,expensive,english
1058,0,0,cheap,english
1059,0,0,share,english
1060,0,0,distribute,english
1061,0,0,weigh,english
1063,0,0,behind,english
1064,0,0,beside,english
1066,0,0,below,english
1067,0,0,before,english
1068,0,0,front,english
1069,0,0,inside,english
1071,0,0,outside,english
1072,0,0,under,english
1074,0,0,above,english
1077,0,0,sit,english
1078,0,0,lie,english
1080,0,0,stand,english
1081,0,0,remain,english
1082,0,0,stay,english
1083,0,0,remains,english
1084,0,0,left,english
1085,0,0,overs,english
1086,0,0,collect,english
1087,0,0,gather,english
1088,0,0,pick,english
1090,0,0,pile,english
1092,0,0,join,english
1093,0,0,unite,english
1094,0,0,separate,english
1095,0,0,divide,english
1096,0,0,open,english
1097,0,0,shut,english
1098,0,0,close,english
1099,0,0,cover,english
1101,0,0,conceal,english
1102,0,0,high,english
1103,0,0,low,english
1104,0,0,top,english
1105,0,0,bottom,english
1106,0,0,end,english
1107,0,0,pointed,english
1108,0,0,edge,english
1110,0,0,middle,english
1111,0,0,center,english
1112,0,0,right,english
1114,0,0,near,english
1115,0,0,far,english
1116,0,0,east,english
1117,0,0,west,english
1118,0,0,north,english
1119,0,0,south,english
1120,0,0,grow,english
1121,0,0,measure,english
1122,0,0,span,english
1123,0,0,fathom,english
1124,0,0,large,english
1125,0,0,big,english
1126,0,0,small,english
1127,0,0,little,english
1128,0,0,long,english
1129,0,0,tall,english
1130,0,0,short,english
1131,0,0,wide,english
1132,0,0,broad,english
1133,0,0,narrow,english
1134,0,0,thick,english
1135,0,0,thin,english
1136,0,0,deep,english
1137,0,0,shallow,english
1138,0,0,flat,english
1139,0,0,straight,english
1140,0,0,crooked,english
1141,0,0,hook,english
1142,0,0,corner,english
1143,0,0,cross,english
1144,0,0,square,english
1145,0,0,round,english
1146,0,0,circle,english
1147,0,0,sphere,english
1149,0,0,line,english
1150,0,0,hole,english
1151,0,0,like,english
1152,0,0,similar,english
1153,0,0,change,english
1154,0,0,zero,english
1155,0,0,nothing,english
1156,0,0,one,english
1157,0,0,two,english
1158,0,0,three,english
1159,0,0,four,english
1160,0,0,five,english
1161,0,0,six,english
1162,0,0,seven,english
1163,0,0,eight,english
1164,0,0,nine,english
1165,0,0,ten,english
1166,0,0,eleven,english
1167,0,0,twelve,english
1168,0,0,fifteen,english
1169,0,0,twenty,english
1170,0,0,hundred,english
1171,0,0,thousand,english
1172,0,0,count,english
1173,0,0,every,english
1174,0,0,all,english
1175,0,0,much,english
1176,0,0,many,english
1177,0,0,more,english
1179,0,0,few,english
1180,0,0,enough,english
1181,0,0,some,english
1182,0,0,multitude,english
1183,0,0,crowd,english
1184,0,0,full,english
1185,0,0,empty,english
1186,0,0,part,english
1187,0,0,piece,english
1188,0,0,half,english
1189,0,0,alone,english
1190,0,0,only,english
1191,0,0,first,english
1192,0,0,last,english
1193,0,0,second,english
1194,0,0,pair,english
1196,0,0,times,english
1197,0,0,third,english
1200,0,0,time,english
1201,0,0,age,english
1202,0,0,new,english
1205,0,0,early,english
1206,0,0,late,english
1207,0,0,now,english
1208,0,0,immediately,english
1209,0,0,swift,english
1210,0,0,fast,english
1211,0,0,quick,english
1212,0,0,slow,english
1213,0,0,hasten,english
1214,0,0,hurry,english
1215,0,0,retard,english
1216,0,0,delay,english
1217,0,0,begin,english
1218,0,0,beginning,english
1220,0,0,endure,english
1222,0,0,finish,english
1223,0,0,cease,english
1224,0,0,stop,english
1225,0,0,ready,english
1226,0,0,always,english
1227,0,0,often,english
1228,0,0,sometimes,english
1229,0,0,soon,english
1232,0,0,never,english
1233,0,0,again,english
1234,0,0,day,english
1235,0,0,night,english
1236,0,0,dawn,english
1237,0,0,morning,english
1238,0,0,noon,english
1239,0,0,midday,english
1240,0,0,afternoon,english
1241,0,0,evening,english
1242,0,0,today,english
1243,0,0,tomorrow,english
1247,0,0,yesterday,english
1251,0,0,hour,english
1252,0,0,clock,english
1253,0,0,timepiece,english
1254,0,0,week,english
1255,0,0,sunday,english
1256,0,0,monday,english
1257,0,0,tuesday,english
1258,0,0,wednesday,english
1259,0,0,thursday,english
1260,0,0,friday,english
1261,0,0,saturday,english
1262,0,0,month,english
1263,0,0,year,english
1264,0,0,winter,english
1266,0,0,summer,english
1267,0,0,autumn,english
1268,0,0,season,english
1269,0,0,smell,english
1270,0,0,sniff,english
1272,0,0,fragrant,english
1273,0,0,good,english
1274,0,0,smelling,english
1275,0,0,stinking,english
1276,0,0,bad,english
1278,0,0,taste,english
1280,0,0,salty,english
1281,0,0,bitter,english
1282,0,0,acid,english
1283,0,0,sour,english
1284,0,0,brackish,english
1285,0,0,hear,english
1286,0,0,listen,english
1287,0,0,sound,english
1288,0,0,noise,english
1289,0,0,loud,english
1290,0,0,quiet,english
1291,0,0,silence,english
1292,0,0,see,english
1295,0,0,at,english
1296,0,0,show,english
1297,0,0,shine,english
1298,0,0,bright,english
1299,0,0,color,english
1301,0,0,dark,english
1302,0,0,white,english
1303,0,0,black,english
1304,0,0,red,english
1305,0,0,blue,english
1307,0,0,yellow,english
1308,0,0,touch,english
1309,0,0,pinch,english
1310,0,0,feel,english
1311,0,0,hard,english
1312,0,0,soft,english
1314,0,0,smooth,english
1315,0,0,sharp,english
1316,0,0,blunt,english
1317,0,0,dull,english
1318,0,0,heavy,english
1320,0,1,weight,english
1321,0,0,wet,english
1322,0,0,damp,english
1323,0,0,dry,english
1324,0,0,hot,english
1325,0,0,warm,english
1327,0,0,clean,english
1328,0,0,dirty,english
1329,0,0,soiled,english
1330,0,0,wrinkled,english
1331,0,0,soul,english
1332,0,0,spirit,english
1333,0,0,surprised,english
1334,0,0,astonished,english
1336,0,0,fortune,english
1337,0,0,luck,english
1338,0,0,misfortune,english
1341,0,0,joyful,english
1342,0,0,glad,english
1343,0,0,happy,english
1344,0,0,laugh,english
1345,0,0,smile,english
1346,0,0,play,english
1347,0,0,love,english
1348,0,0,kiss,english
1349,0,0,embrace,english
1350,0,0,pain,english
1351,0,0,grief,english
1352,0,0,sorrow,english
1353,0,0,sadness,english
1354,0,0,anxiety,english
1355,0,0,worry,english
1356,0,0,regret,english
1357,0,0,be,english
1358,0,0,sorry,english
1359,0,0,pity,english
1360,0,0,cry,english
1361,0,0,weep,english
1363,0,0,groan,english
1364,0,0,hate,english
1365,0,0,anger,english
1366,0,0,envy,english
1367,0,0,jealousy,english
1368,0,0,shame,english
1369,0,0,proud,english
1370,0,0,dare,english
1371,0,0,brave,english
1372,0,0,fear,english
1373,0,0,fright,english
1374,0,0,danger,english
1375,0,0,desire,english
1376,0,0,want,english
1377,0,0,choose,english
1378,0,0,hope,english
1379,0,0,faithful,english
1380,0,0,true,english
1382,0,0,tell,english
1383,0,0,lies,english
1384,0,0,deceit,english
1385,0,0,forgive,english
1389,0,0,correct,english
1390,0,0,wrong,english
1391,0,0,fault,english
1392,0,0,mistake,english
1393,0,0,error,english
1394,0,0,blame,english
1395,0,0,praise,english
1396,0,0,beautiful,english
1397,0,0,ugly,english
1398,0,0,greedy,english
1399,0,0,clever,english
